id,actual,pred
7276534,50.0,81.508
39392707,177.0,207.781
23355877,85.0,68.562
24314268,50.0,54.616
15421244,160.0,167.827
35402920,250.0,180.475
14070671,69.0,169.085
1725295,85.0,94.629
30065027,240.0,204.15
36178860,130.0,121.548
40039476,88.0,166.338
38554448,83.0,73.344
21711085,90.0,116.534
16287863,125.0,126.639
8221965,190.0,257.378
10482554,85.0,90.071
34142893,80.0,76.729
16795643,98.0,73.697
32310285,75.0,93.109
29102760,79.0,68.319
19116128,105.0,61.754
36343547,200.0,221.427
26332143,55.0,59.043
8857842,95.0,88.404
39771515,59.0,67.08
11571180,50.0,69.596
30464498,145.0,188.845
1041996,50.0,62.697
13163474,100.0,155.945
36356416,49.0,77.553
31974592,95.0,149.123
2824484,260.0,126.484
14419516,150.0,124.319
12795006,105.0,119.561
29173351,60.0,85.382
9786398,89.0,84.189
16697657,130.0,179.325
2183423,165.0,174.199
4331684,295.0,326.143
38901492,89.0,97.965
30315878,100.0,262.369
29516095,128.0,147.798
22083268,30.0,56.421
21056653,55.0,52.953
7911917,140.0,165.683
22231811,135.0,152.964
10368714,30.0,70.902
33427418,150.0,93.912
4285876,130.0,191.704
33140204,150.0,265.756
38648356,225.0,231.8
68403,145.0,125.083
19122371,250.0,211.053
12401233,40.0,64.922
25355219,85.0,78.862
21695845,199.0,192.919
14205217,65.0,73.418
30347708,232.0,190.914
4661135,70.0,64.266
37240374,90.0,73.282
30788330,160.0,209.667
34902713,155.0,158.298
9152795,120.0,153.099
35259569,59.0,75.003
15535864,75.0,54.431
27427289,125.0,136.012
21977042,99.0,130.278
2107883,159.0,149.848
26201913,165.0,135.689
9778049,144.0,171.477
29982192,105.0,116.903
39482611,245.0,247.047
21359078,71.0,105.464
37359424,29.0,31.143
12133746,55.0,65.704
2365792,65.0,69.368
4183989,86.0,86.886
35935010,160.0,170.962
12272850,175.0,181.436
190968,215.0,155.65
20989220,79.0,84.766
1155885,79.0,102.953
31595243,300.0,240.856
638894,115.0,148.363
6330321,85.0,121.397
18190203,500.0,136.72
36999670,350.0,326.166
32894176,219.0,197.642
11083362,50.0,72.397
8614204,89.0,191.289
17654611,75.0,81.299
28717231,100.0,83.794
34944843,175.0,257.845
12774885,40.0,51.593
28287064,345.0,222.937
12385002,59.0,93.735
32806789,200.0,168.466
10686350,320.0,232.494
24824820,160.0,164.594
31382878,180.0,190.884
16207381,240.0,257.84
21241829,200.0,117.794
401836,300.0,238.174
20282957,120.0,137.197
10207629,180.0,169.742
39532714,200.0,186.633
24756679,128.0,120.591
916311,100.0,146.213
1621235,87.0,88.446
32554867,250.0,191.446
825486,135.0,245.835
35912471,35.0,63.774
37446470,250.0,219.746
6224336,153.0,130.863
39729744,56.0,83.442
31982527,144.0,152.59
15194434,99.0,113.571
12972292,58.0,47.704
32672719,52.0,86.307
11452989,50.0,61.607
6589884,35.0,51.253
26203807,55.0,72.18
38802035,42.0,70.64
37781823,55.0,67.018
37011633,70.0,69.233
30925552,399.0,320.902
4349358,125.0,118.127
6269646,40.0,60.684
35512642,250.0,370.226
321136,135.0,107.092
4859903,255.0,175.109
39107724,80.0,124.74
31106666,55.0,59.208
28962959,300.0,183.142
17479736,50.0,86.421
38285818,80.0,95.195
31221996,39.0,66.587
10233244,43.0,52.987
25688649,160.0,138.479
11340694,115.0,146.363
26950241,315.0,217.818
20330822,219.0,192.84
13045435,40.0,46.195
7322,120.0,142.183
40143944,113.0,186.55
30595611,250.0,271.135
28667225,39.0,64.451
24376374,120.0,112.763
18649806,62.0,55.466
7979237,60.0,67.822
31592115,200.0,164.361
22761054,135.0,179.107
28862464,200.0,101.36
21784156,139.0,130.732
14726699,49.0,79.654
39941135,149.0,232.377
23056340,49.0,67.453
14536056,149.0,212.91
2487851,90.0,89.47
32590792,244.0,239.413
15149137,160.0,169.439
30161866,179.0,134.16
21382292,200.0,237.93
6361102,53.0,51.607
31341298,68.0,66.387
20499635,165.0,171.561
28247510,90.0,75.597
36914501,49.0,95.793
10089333,225.0,241.426
6792415,140.0,284.295
33661788,47.0,65.585
3800547,100.0,110.336
13031854,125.0,112.636
36633369,60.0,126.397
5611893,89.0,92.538
38000274,145.0,154.858
39124244,100.0,88.192
19528326,110.0,182.481
33488188,80.0,83.618
18227529,140.0,173.668
27551268,150.0,204.197
5651679,100.0,101.294
1682282,90.0,89.64
37002006,199.0,175.546
23190292,145.0,146.502
9343634,249.0,164.292
4576206,250.0,182.375
39984501,75.0,89.755
22986139,400.0,331.21
29701773,150.0,189.475
30323677,200.0,180.939
30251543,150.0,137.37
19932387,60.0,97.124
36553297,45.0,50.59
22748332,339.0,263.51
31428785,133.0,302.187
29461747,86.0,123.89
38876580,85.0,67.536
20804049,49.0,55.65
491123,102.0,85.984
33093855,35.0,70.61
31100145,45.0,40.25
1673040,300.0,262.116
2108178,129.0,131.4
38252605,99.0,76.658
2825322,50.0,63.784
4378951,170.0,152.323
30091313,55.0,73.017
8323015,125.0,133.855
12453775,130.0,92.31
807535,79.0,70.05
13453271,120.0,100.178
12813206,129.0,137.947
32297005,170.0,269.975
33038003,35.0,55.774
17495819,85.0,72.473
25449386,95.0,125.916
32237240,317.0,329.683
16227469,132.0,103.221
15195491,80.0,58.586
13883393,87.0,128.726
34981519,150.0,134.405
14886600,198.0,182.44
36603655,51.0,74.596
30577273,31.0,43.24
39694989,100.0,169.645
19743941,200.0,216.518
21110494,45.0,68.961
15851507,50.0,75.709
28913683,359.0,380.32
32305798,119.0,113.305
12220661,60.0,88.959
651475,109.0,116.327
34651250,359.0,197.522
27482124,120.0,182.234
1918903,140.0,156.955
34935216,180.0,192.108
30933599,60.0,62.301
37011740,120.0,70.787
25766100,95.0,102.276
31409739,200.0,149.362
22102113,55.0,58.238
31336245,39.0,40.89
3740402,82.0,73.635
25194498,59.0,110.67
35112957,225.0,278.767
15706863,176.0,142.624
17277132,100.0,149.796
3851263,499.0,379.535
32284162,210.0,186.978
28358001,175.0,192.818
25624101,73.0,62.308
31458142,140.0,204.571
30463017,125.0,179.047
39637283,90.0,60.231
10205011,70.0,105.88
24083340,150.0,223.367
17475107,20.0,67.186
32717623,37.0,37.198
17231011,50.0,62.151
30509230,70.0,87.171
32635717,175.0,190.085
4309757,140.0,113.774
24973698,55.0,61.449
532749,280.0,213.052
22278896,110.0,111.884
2524451,47.0,52.534
30312623,122.0,206.717
21649695,140.0,167.275
27854195,119.0,126.413
21247455,38.0,80.951
32017581,70.0,90.712
37432454,110.0,137.271
20009122,130.0,109.32
25855773,109.0,198.865
4296710,37.0,51.378
16769229,135.0,148.137
37725049,445.0,68.544
38704037,100.0,62.598
30341744,188.0,204.441
5605822,135.0,151.932
39971211,60.0,74.538
25424320,110.0,73.785
34607651,150.0,155.237
32724046,175.0,150.968
568743,151.0,249.954
23377961,99.0,88.783
159815,80.0,89.519
17744351,115.0,146.474
29957911,150.0,152.89
29591011,95.0,77.547
255024,220.0,212.916
24140119,69.0,57.373
28347338,175.0,174.924
27654484,125.0,194.249
24260464,45.0,80.287
36640147,275.0,260.601
35825111,168.0,190.895
17789099,125.0,155.97
15971342,150.0,96.845
31355075,125.0,107.816
36813643,190.0,145.202
20073959,99.0,113.07
21185448,37.0,62.201
37864788,63.0,51.599
31339548,125.0,138.362
292047,105.0,92.308
13168302,300.0,194.597
19188166,200.0,250.382
39128779,100.0,123.898
32242547,150.0,119.833
26301985,125.0,198.989
15721683,100.0,143.331
39866812,125.0,135.17
31149465,125.0,77.36
20047896,158.0,155.912
19845373,89.0,118.126
30955204,55.0,65.25
33619915,119.0,114.174
20331995,65.0,118.623
16276294,30.0,48.851
6056028,499.0,259.009
20935059,120.0,89.532
8589729,150.0,275.76
16097822,35.0,42.402
23544438,250.0,226.491
32109492,90.0,126.668
30184318,175.0,188.42
28461232,65.0,54.023
30090198,99.0,108.574
38045312,50.0,67.557
29585551,58.0,56.263
14918238,60.0,61.717
21565383,69.0,56.706
32564016,150.0,136.85
29858182,49.0,63.689
15344255,225.0,198.002
34392767,140.0,145.412
28893129,58.0,65.532
21516275,200.0,198.101
23890947,72.0,83.398
5538720,59.0,59.621
34510970,86.0,97.529
24541262,200.0,252.264
19659874,100.0,100.445
9004969,150.0,136.732
27551715,170.0,146.93
37619856,40.0,66.01
27936288,155.0,170.797
14815230,45.0,38.316
20149318,35.0,65.297
18515889,70.0,89.573
38740947,127.0,206.153
8954037,50.0,50.902
13467511,175.0,235.898
20356040,82.0,73.183
31511141,199.0,200.772
32358099,40.0,62.2
30347852,90.0,108.386
21460319,150.0,153.465
5706202,149.0,131.192
4152752,103.0,113.939
28614707,240.0,183.319
22178073,135.0,87.923
39029793,180.0,276.968
25480207,300.0,278.612
7837685,75.0,64.339
38356998,280.0,65.407
652371,90.0,116.849
5494750,38.0,47.529
35800600,36.0,53.068
33282474,43.0,47.838
4917122,200.0,184.845
18997559,68.0,67.002
118061,102.0,133.928
37532017,90.0,133.151
32187475,75.0,93.719
25484596,185.0,150.645
22425516,92.0,93.425
20651581,120.0,105.554
34838079,260.0,288.226
3312276,75.0,96.766
33494085,85.0,75.909
39944718,88.0,78.04
28217921,79.0,70.83
31472775,45.0,62.327
12852083,150.0,167.249
33135950,110.0,149.683
12304938,135.0,152.166
33993225,109.0,112.194
6288004,90.0,88.304
20667572,69.0,54.097
33909411,129.0,155.68
21264686,140.0,122.896
35156995,125.0,79.285
28890190,70.0,66.9
29307957,90.0,53.174
9879796,249.0,268.197
26662711,130.0,201.555
25127253,239.0,223.631
26560159,100.0,127.425
808774,160.0,110.189
19567629,70.0,86.021
35735822,48.0,69.835
23230395,100.0,114.329
4530154,69.0,72.405
