"airnbn.test.id" "airnbn.test.price" "exp.predTest." "residuals"
1187643 65 103.690812319366 -38.6908123193655
39135425 110 124.839672206075 -14.8396722060754
9342019 144 112.656293107685 31.3437068923149
22753775 265 190.407054756611 74.592945243389
17866302 75 120.354946306438 -45.354946306438
1190223 119 107.993638849701 11.0063611502995
7629972 70 138.292620842385 -68.292620842385
35610591 85 125.600181270109 -40.6001812701086
21110408 50 119.591121161893 -69.5911211618933
15174230 95 130.656285085245 -35.6562850852455
30892407 61 120.602072767731 -59.6020727677315
14176286 67 119.192663471529 -52.1926634715287
39394198 150 125.642615302607 24.3573846973931
21253486 40 95.4226453973755 -55.4226453973755
12113015 99 161.787018567217 -62.7870185672165
33236793 60 87.1202191846523 -27.1202191846523
9486229 350 267.149436821792 82.8505631782077
8061409 49 88.8000417453143 -39.8000417453143
8045552 87 108.451930767339 -21.4519307673395
32359401 28 83.7519405695327 -55.7519405695327
1401826 100 97.7087496326657 2.29125036733433
34602589 99 131.85202470912 -32.8520247091197
37995552 375 281.727731470887 93.2722685291129
30442790 37 85.2369124426304 -48.2369124426304
13654760 160 162.630480953036 -2.63048095303554
888583 120 133.436077568713 -13.4360775687125
1952271 130 160.786197076883 -30.7861970768834
26503507 83 109.225215868071 -26.225215868071
32643370 65 95.4226453973755 -30.4226453973755
28833297 200 149.82853562074 50.1714643792598
14065007 140 175.155527538101 -35.1555275381006
30494093 125 184.873665134458 -59.8736651344582
37965870 45 80.0302273343674 -35.0302273343674
32816486 225 289.519695979737 -64.5196959797368
28361262 120 184.731486580005 -64.7314865800048
30853530 65 110.728417997479 -45.728417997479
25948511 100 145.270758400899 -45.2707584008988
39750494 147 165.653101311983 -18.6531013119834
8266871 38 106.199333145837 -68.1993331458367
29701791 70 128.292502983481 -58.2925029834805
38699897 50 79.4548183742407 -29.4548183742407
26943823 85 106.260478625942 -21.2604786259419
18239876 100 92.0491162862736 7.95088371372637
19838917 110 103.80318920169 6.19681079831034
24251311 300 209.476304268945 90.5236957310552
21551817 50 93.3072080512104 -43.3072080512104
29751447 120 149.880944939219 -29.8809449392188
12847902 49 89.600913649718 -40.600913649718
30562291 98 161.787018567217 -63.7870185672165
18646639 70 89.88929449407 -19.88929449407
20743305 60 110.176993080715 -50.1769930807149
24261171 168 138.082423453031 29.9175765469687
9590519 150 245.421733563398 -95.4217335633976
4866867 70 79.4548183742407 -9.45481837424072
106647 135 156.458839538926 -21.458839538926
28617834 250 184.324533690616 65.6754663093842
11767644 85 234.714122194917 -149.714122194917
814616 199 222.630871082195 -23.6308710821951
9445789 70 177.86836260103 -107.86836260103
31175623 47 130.656285085245 -83.6562850852455
33645301 60 79.4548183742407 -19.4548183742407
726465 129 162.170645537102 -33.1706455371024
30374290 60 128.71778358377 -68.7177835837696
33635511 125 146.883175925216 -21.8831759252157
224510 230 147.512072970345 82.4879270296554
39272536 55 140.60928787455 -85.6092878745503
16300514 149 184.994165210317 -35.9941652103169
28278875 75 108.293161201909 -33.2931612019086
17255880 75 100.251177598624 -25.2511775986239
2551532 176 166.807955674751 9.19204432524884
39717997 159 191.530793876903 -32.5307938769033
39646352 107 174.920935701768 -67.9209357017679
25047693 89 114.075337226734 -25.0753372267338
21491135 65 135.721458028852 -70.7214580288517
3469171 142 173.319126776298 -31.3191267762978
35275920 75 105.397160363272 -30.3971603632723
23495421 60 89.6807950256251 -29.6807950256251
9016650 175 189.465524822336 -14.465524822336
38689818 120 138.292620842385 -18.292620842385
13248968 125 106.825564109467 18.1744358905327
8321236 60 112.231101485538 -52.2311014855385
40003684 55 133.481324732041 -78.4813247320407
26668116 110 147.608220877458 -37.6082208774577
2669352 425 143.623339566341 281.376660433659
17904418 160 125.703977778271 34.2960222217293
18444575 150 185.003367514142 -35.0033675141418
24131817 130 158.677064660769 -28.6770646607688
16534156 100 143.130096373329 -43.130096373329
30744543 120 157.412307727636 -37.4123077276359
14366544 179 196.247597904661 -17.2475979046612
24871779 137 224.792653146558 -87.7926531465582
30173614 65 89.5996238593287 -24.5996238593287
32492910 55 87.1202191846523 -32.1202191846523
39414467 115 108.451930767339 6.54806923266051
14822309 65 98.9088955819464 -33.9088955819464
27937233 215 262.532085335186 -47.5320853351864
37055580 95 129.129180922314 -34.1291809223137
28149619 102 125.857363980661 -23.8573639806614
23746794 200 161.686749184245 38.313250815755
31362797 50 95.4226453973755 -45.4226453973755
18489366 165 139.757898674037 25.2421013259627
39229807 59 89.88929449407 -30.88929449407
36657151 75 144.099440808782 -69.0994408087821
30651057 130 249.557102587502 -119.557102587502
36963544 99 95.3452885801454 3.65471141985455
635114 199 209.476304268945 -10.4763042689448
2269104 75 75.7879177606244 -0.787917760624381
27911463 55 80.816897459083 -25.816897459083
28817364 115 98.8848986593042 16.1151013406958
3616003 80 89.5996238593287 -9.59962385932873
34536285 65 95.4226453973755 -30.4226453973755
37723923 95 102.986479895025 -7.98647989502466
2359340 250 184.731486580005 65.2685134199952
5941782 56 88.8000417453143 -32.8000417453143
26840133 65 133.097308973844 -68.0973089738439
9237147 300 222.918541129362 77.0814588706376
21853347 265 163.748673652075 101.251326347925
19975538 116 140.897203683419 -24.8972036834193
39019515 80 100.251177598624 -20.2511775986239
11185885 110 198.866505811434 -88.8665058114342
34935198 200 177.86836260103 22.1316373989696
26274490 50 74.9705694765035 -24.9705694765035
33046682 150 129.011060210537 20.9889397894634
27011736 40 145.270758400899 -105.270758400899
38692200 250 162.630480953036 87.3695190469645
39893728 72 128.71778358377 -56.7177835837696
23901526 269 241.439109487242 27.5608905127581
2123079 120 107.993638849701 12.0063611502995
31114246 112 119.549303376726 -7.54930337672562
15190958 193 214.418548291442 -21.4185482914421
34801761 328 187.842520729133 140.157479270867
39077465 75 87.1202191846523 -12.1202191846523
39317014 49 116.709595353523 -67.7095953535232
24938183 330 158.677064660769 171.322935339231
8931635 150 129.011060210537 20.9889397894634
13042752 45 92.8931244945909 -47.8931244945909
39033506 40 83.7519405695327 -43.7519405695327
31761417 75 118.271672299452 -43.2716722994524
8251228 30 93.3072080512104 -63.3072080512104
38636779 17 72.66892570591 -55.66892570591
31535692 100 129.011060210537 -29.0110602105366
27002850 75 165.012628621276 -90.012628621276
1843674 150 118.890056171774 31.1099438282259
30269942 93 158.677064660769 -65.6770646607688
20285397 65 141.73934301255 -76.7393430125504
8971258 169 213.178541562969 -44.1785415629686
30262760 35 83.3472839681519 -48.3472839681519
29858941 130 125.917866185103 4.08213381489713
9713045 200 211.632643224368 -11.6326432243677
35569130 58 106.260478625942 -48.2604786259419
27098774 60 83.3318524135187 -23.3318524135187
39990640 44 99.4115653876889 -55.4115653876889
37250526 400 309.870481172825 90.1295188271753
29689253 66 105.190149208032 -39.1901492080321
36631070 170 198.866505811434 -28.8665058114342
22373272 300 309.975170942659 -9.9751709426593
31881815 119 207.314158287904 -88.3141582879041
22984650 25 92.7228889159844 -67.7228889159844
29522531 31 84.1505804123154 -53.1505804123154
36836717 65 82.977401078063 -17.977401078063
14698446 50 94.3263176756451 -44.3263176756451
32469620 99 117.899034899131 -18.8990348991311
31814773 59 134.737252137672 -75.7372521376724
28307159 100 129.070710038202 -29.0707100382016
39282134 25 75.1680654495703 -50.1680654495703
28730167 105 97.9416633257737 7.05833667422627
8506013 35 97.9416633257737 -62.9416633257737
6020237 155 146.2695914639 8.73040853609982
26471867 130 149.82853562074 -19.8285356207402
28721018 99 80.3708527393606 18.6291472606394
22980907 57 97.9416633257737 -40.9416633257737
37563932 125 174.920935701768 -49.9209357017679
28412831 126 187.116101544057 -61.1161015440571
57754 305 172.516307066932 132.483692933068
21279140 85 124.839672206075 -39.8396722060754
24384986 178 191.530793876903 -13.5307938769033
22159096 160 101.654560942409 58.345439057591
26420626 38 106.78821009483 -68.7882100948303
33560652 65 96.2779712858928 -31.2779712858928
36321994 99 144.099440808782 -45.0994408087821
29657991 93 144.427763723789 -51.4277637237888
34145824 63 99.4115653876889 -36.4115653876889
39915321 50 103.048901359945 -53.0489013599447
29945765 79 97.7087496326657 -18.7087496326657
2079765 110 116.939889654717 -6.93988965471712
30070927 149 224.399474377118 -75.3994743771176
14110144 190 163.748673652075 26.2513263479255
24276835 80 123.530803040684 -43.5308030406844
35189843 40 110.728417997479 -70.728417997479
33709502 184 224.399474377118 -40.3994743771176
27610174 80 110.176993080715 -30.1769930807149
36070717 75 162.630480953036 -87.6304809530355
33475698 135 149.190933176114 -14.1909331761143
39390567 150 129.148941499332 20.851058500668
33344785 250 167.791580559476 82.2084194405237
35549378 100 165.012628621276 -65.012628621276
39923714 129 184.731486580005 -55.7314865800048
35729594 40 89.5996238593287 -49.5996238593287
29687924 95 95.4226453973755 -0.422645397375462
16814803 60 96.2085040063989 -36.2085040063989
24965059 50 82.1799167574262 -32.1799167574262
31929176 100 125.642615302607 -25.6426153026069
32338520 125 95.4226453973755 29.5773546026245
30541439 99 119.549303376726 -20.5493033767256
37940215 40 110.176993080715 -70.1769930807149
33687439 67 119.192663471529 -52.1926634715287
34385166 135 118.501363719326 16.4986362806742
28958147 150 182.064674447601 -32.0646744476006
27851725 45 80.1699734031294 -35.1699734031294
20819116 69 96.9023342102253 -27.9023342102253
29450700 125 113.901712787017 11.098287212983
28359765 175 214.418548291442 -39.4185482914421
32634671 318 281.23496909086 36.7650309091396
38459891 195 224.792653146558 -29.7926531465582
31145329 81 84.5019984331294 -3.5019984331294
12686241 45 110.176993080715 -65.1769930807149
21718529 100 99.4115653876889 0.588434612311104
33197108 215 216.210926608951 -1.2109266089507
12433898 47 89.88929449407 -42.88929449407
32722219 27 86.6238943014783 -59.6238943014783
38193205 275 177.638828529976 97.3611714700243
23290010 68 128.71778358377 -60.7177835837696
29490579 60 119.549303376726 -59.5493033767256
9794364 100 143.623339566341 -43.6233395663411
32613384 106 84.7860265307853 21.2139734692147
38285454 71 94.8632604254586 -23.8632604254586
10154762 65 128.292502983481 -63.2925029834805
18198575 65 100.422527166689 -35.4225271666893
21181643 99 161.787018567217 -62.7870185672165
21982333 50 105.464087859061 -55.4640878590613
28405083 500 144.099440808782 355.900559191218
3488283 75 91.8655982559901 -16.8655982559901
27782948 66 110.176993080715 -44.1769930807149
20679396 80 94.8963623412255 -14.8963623412255
24369857 124 138.082423453031 -14.0824234530313
27528267 79 95.4226453973755 -16.4226453973755
1703834 64 100.422527166689 -36.4225271666893
36906533 50 131.766139951827 -81.7661399518274
8164402 159 184.994165210317 -25.9941652103169
65615 130 144.099440808782 -14.0994408087821
30935446 83 158.882097495854 -75.8820974958536
37585373 200 130.540036827364 69.4599631726365
1814010 175 213.160523375688 -38.1605233756876
33740789 51 130.656285085245 -79.6562850852455
5860123 189 196.086452625883 -7.08645262588317
2863932 250 262.532085335186 -12.5320853351864
28958489 50 95.5740779478697 -45.5740779478697
17432700 109 133.481324732041 -24.4813247320407
4694480 250 247.471612351016 2.52838764898411
38460405 80 84.7860265307853 -4.78602653078531
38238655 255 262.532085335186 -7.53208533518642
20194665 39 102.986479895025 -63.9864798950247
39673143 150 93.6232107795203 56.3767892204797
12624890 39 96.7709937793576 -57.7709937793576
31113262 132 206.351146614262 -74.3511466142619
19952747 45 91.993357897709 -46.993357897709
4885595 99 105.646957640405 -6.64695764040484
38930954 150 165.139630560351 -15.1396305603511
14354698 49 146.2695914639 -97.2695914639002
22401504 99 106.260478625942 -7.26047862594189
12092786 81 87.1516124355207 -6.1516124355207
10460113 59 110.728417997479 -51.728417997479
39953346 200 175.299471629784 24.7005283702163
40294601 70 116.939889654717 -46.9398896547171
39053981 175 209.476304268945 -34.4763042689448
39227449 139 127.250727611897 11.749272388103
29959489 80 110.701553464564 -30.7015534645639
1209069 80 115.239987295499 -35.2399872954987
30255002 210 242.04793427648 -32.04793427648
31057394 60 100.422527166689 -40.4225271666893
17158871 270 221.055663109716 48.944336890284
38841384 60 83.7519405695327 -23.7519405695327
15216398 50 128.71778358377 -78.7177835837696
2175827 75 144.099440808782 -69.0994408087821
33279209 156 177.86836260103 -21.8683626010304
34360431 59 124.839672206075 -65.8396722060754
11100490 500 345.082600637368 154.917399362632
35577642 150 91.2293067973558 58.7706932026442
38496782 90 135.721458028852 -45.7214580288517
30130572 75 87.5744841896715 -12.5744841896715
33348993 86 143.623339566341 -57.6233395663411
4428906 380 253.962386506543 126.037613493457
34997666 56 83.3318524135187 -27.3318524135187
32634041 147 140.587711339915 6.41228866008524
34453822 100 177.86836260103 -77.8683626010304
32048047 150 124.590347623077 25.4096523769234
6014926 140 125.600181270109 14.3998187298914
34516167 105 101.534302375427 3.46569762457251
18449954 90 106.199333145837 -16.1993331458367
1112407 158 189.04226565295 -31.0422656529498
13642073 110 119.549303376726 -9.54930337672562
32748329 80 171.086155071133 -91.0861550711329
21980586 100 161.319191981659 -61.3191919816586
27279139 175 139.478780031767 35.5212199682335
15843671 85 94.3263176756451 -9.32631767564506
13140220 138 169.24133975668 -31.2413397566804
17757976 325 175.299471629784 149.700528370216
3565617 175 182.064674447601 -7.06467444760062
15054617 43 89.506049830801 -46.506049830801
19619177 100 94.2064976845835 5.7935023154165
14670215 42 82.9409117489349 -40.9409117489349
6766259 75 108.451930767339 -33.4519307673395
20728525 150 136.840272247018 13.1597277529817
101053 100 226.337891427052 -126.337891427052
24160395 200 253.385062113435 -53.3850621134347
31043762 55 123.960362514273 -68.9603625142731
29294153 47 94.3698473326244 -47.3698473326244
20231046 157 156.146366474593 0.853633525406707
32676180 100 202.764143242099 -102.764143242099
37816237 57 88.3295931885086 -31.3295931885086
14807332 180 184.731486580005 -4.7314865800048
17515734 81 110.176993080715 -29.1769930807149
23729632 75 144.099440808782 -69.0994408087821
38703550 59 99.4115653876889 -40.4115653876889
17137626 57 110.728417997479 -53.728417997479
37629191 315 281.727731470887 33.2722685291129
37125900 56 103.048901359945 -47.0489013599447
39090973 50 80.2942099583795 -30.2942099583795
26035350 76 138.082423453031 -62.0824234530313
12702755 38 145.270758400899 -107.270758400899
21566909 235 181.008167596955 53.9918324030452
38604348 72 117.407577143441 -45.4075771434414
14111626 249 222.918541129362 26.0814588706376
14994367 175 206.806730001139 -31.8067300011395
30948025 200 104.875098897144 95.1249011028557
67397 122 134.737252137672 -12.7372521376724
27727442 60 162.170645537102 -102.170645537102
23311118 60 108.451930767339 -48.4519307673395
27461602 350 231.860687236308 118.139312763692
31050262 55 176.282091867939 -121.282091867939
29489295 150 133.481324732041 16.5186752679593
55982 68 131.766139951827 -63.7661399518274
39352577 155 273.11380677766 -118.11380677766
3870158 145 175.299471629784 -30.2994716297837
33151677 140 95.4226453973755 44.5773546026245
31035022 155 119.591121161893 35.4088788381067
24441912 175 148.515175694314 26.4848243056856
39780120 100 98.8848986593042 1.11510134069582
28184792 39 135.038924238502 -96.0389242385024
12171671 85 144.517330016794 -59.5173300167944
28611623 53 110.728417997479 -57.728417997479
40054420 175 219.69900607964 -44.6990060796402
5717355 90 110.176993080715 -20.1769930807149
489365 168 161.319191981659 6.68080801834142
36427954 80 95.4226453973755 -15.4226453973755
25606022 150 180.000000337723 -30.0000003377235
28367094 65 111.291156384532 -46.2911563845321
13276227 110 90.8830241228016 19.1169758771984
39138267 110 112.763826286021 -2.76382628602094
26063550 65 93.3072080512104 -28.3072080512104
34687035 37 78.900996397121 -41.900996397121
13536155 74 149.432220760581 -75.4322207605809
1712660 89 144.099440808782 -55.0994408087821
7024138 222 207.100798487144 14.8992015128556
20202971 175 196.459497189582 -21.4594971895821
23632578 185 161.787018567217 23.2129814327835
4218129 59 133.835335615877 -74.8353356158768
30391061 150 119.494171549319 30.5058284506806
35507424 290 214.418548291442 75.5814517085579
38961476 26 75.8728562626559 -49.8728562626559
34222262 215 177.86836260103 37.1316373989696
39954995 50 123.960362514273 -73.9603625142731
4538012 85 118.501363719326 -33.5013637193258
28967484 39 84.1505804123154 -45.1505804123154
1917872 450 307.994215492113 142.005784507887
34742861 85 100.306696831863 -15.3066968318627
9875791 101 173.690056736836 -72.6900567368355
35862574 170 226.337891427052 -56.3378914270524
11872337 99 119.549303376726 -20.5493033767256
18291430 44 82.9582397433483 -38.9582397433483
21908120 119 129.011060210537 -10.0110602105366
32225195 186 224.399474377118 -38.3994743771176
18148158 95 106.825564109467 -11.8255641094673
39513026 90 177.86836260103 -87.8683626010304
36504146 70 84.1505804123154 -14.1505804123154
25537456 165 164.649115247101 0.350884752899276
37853465 79 118.958508480739 -39.958508480739
10790350 87 129.011060210537 -42.0110602105366
38186407 375 185.330809580767 189.669190419233
